order_item_id,order_id,product_id,quantity,unit_price,discount_rate,final_price,total_price,product_category,product_brand
37,ORDER_100918,PROD_00093,1,760.82,0.0,760.82,760.82,Home & Kitchen,"Waters, Vargas and Benton"
38,ORDER_110007,PROD_00675,2,753.61,0.0,753.61,1507.22,Home & Kitchen,
39,ORDER_100398,PROD_00352,2,1431.12,0.0,1431.12,2862.24,Sports,Rivas LLC
40,ORDER_119829,PROD_00727,1,764.5,0.0,764.5,764.5,Books,Miller-Johnson
41,ORDER_117800,PROD_00750,3,917.77,0.0,917.77,2753.31,Fashion,Mitchell-Valenzuela
42,ORDER_112710,PROD_00964,2,936.56,0.0,936.56,1873.12,Electronics,"Browning, Sanchez and Hunt"
43,ORDER_107599,PROD_00863,2,850.76,0.0,850.76,1701.52,Beauty,Herrera PLC
44,ORDER_111888,PROD_00403,1,401.94,0.0,401.94,401.94,Electronics,Rojas-Fernandez
45,ORDER_119517,PROD_00209,1,22.87,0.0,22.87,22.87,Electronics,Franco-Johnson
46,ORDER_101417,PROD_00199,1,1139.88,0.0,1139.88,1139.88,Fashion,
47,ORDER_108827,PROD_00946,1,593.74,0.0,593.74,593.74,Sports,Whitaker-Ross
48,ORDER_114208,PROD_00706,2,260.38,0.0,260.38,520.76,Electronics,"Miller, Smith and Garcia"
49,ORDER_100322,PROD_00401,2,719.33,0.0,719.33,1438.66,Books,Brown Inc
50,ORDER_117666,PROD_00763,1,1006.27,0.0,1006.27,1006.27,Books,Murphy-Tucker
51,ORDER_117877,PROD_00181,1,510.91,0.0,510.91,510.91,Home & Kitchen,"Bell, Warren and Chandler"
52,ORDER_115583,PROD_00926,2,354.93,0.08,326.54,653.07,FASHION,"Bolton, Brooks and Gomez"
53,ORDER_110434,PROD_00173,1,916.45,0.0,916.45,916.45,Fashion,Lewis Inc
54,ORDER_110594,PROD_00671,3,390.52,0.0,390.52,1171.56,Home & Kitchen,
55,ORDER_105785,PROD_00612,3,551.24,0.0,551.24,1653.72,BEAUTY,cohen-sullivan
56,ORDER_109730,PROD_00551,2,189.9,0.0,189.9,379.8,Electronics,
57,ORDER_100541,PROD_00138,3,248.24,0.0,248.24,744.72,Sports,"Baxter, Duncan and Martinez"
58,ORDER_101103,PROD_00459,1,673.12,0.0,673.12,673.12,Fashion,"Hudson, Howard and Hernandez"
59,ORDER_115771,PROD_00028,2,800.78,0.0,800.78,1601.56,Electronics,"Wilson, Fitzgerald and Archer"
60,ORDER_117939,PROD_00781,3,64.73,0.0,64.73,194.19,Sports,"Espinoza, Williams and Avila"
61,ORDER_107332,PROD_00411,1,31.14,0.0,31.14,31.14,Books,Armstrong and Sons
62,ORDER_109269,PROD_00750,1,917.77,0.0,917.77,917.77,Fashion,Mitchell-Valenzuela
63,ORDER_111035,PROD_00115,2,23.66,0.0,23.66,47.32,Home & Kitchen,Smith-Armstrong
64,ORDER_113154,PROD_00787,3,27.96,0.0,27.96,83.88,Fashion,Keller-Peters
65,ORDER_114761,PROD_00293,1,947.61,0.0,947.61,947.61,Sports,"Olson, Armstrong and Mclean"
66,ORDER_114689,PROD_00595,2,375.88,0.08,345.81,691.62,Beauty,"Hopkins, Choi and Hatfield"
67,ORDER_108206,PROD_00988,2,748.74,0.0,748.74,1497.48,Books,"Myers, Jenkins and Collins"
68,ORDER_116021,PROD_00416,1,668.6,0.0,668.6,668.6,Books,Reilly-Lee
69,ORDER_118166,PROD_00796,1,331.98,0.28,239.03,239.03,Sports,Alexander and Sons
70,ORDER_107786,PROD_00866,1,259.28,0.0,259.28,259.28,Fashion,Mendez and Sons
71,ORDER_114859,PROD_00390,3,-10.0,0.0,528.64,1585.92,Fashion,Brown-White
72,ORDER_106539,PROD_00947,1,851.61,0.0,851.61,851.61,Books,Williams-Herman
73,ORDER_115859,PROD_00849,2,781.51,0.0,781.51,1563.02,Sports,Salazar-Rocha
74,ORDER_113293,PROD_00765,3,318.36,1.5,222.85,668.56,Electronics,"Buckley, Stewart and Carney"
75,ORDER_117630,PROD_00585,1,898.19,0.0,898.19,898.19,Beauty,Peters and Sons
76,ORDER_115733,PROD_00140,4,430.47,0.0,430.47,1721.88,Fashion,"Livingston, Ramirez and Jones"
77,ORDER_108610,PROD_00122,3,757.57,0.0,757.57,2272.71,Electronics,Hernandez-Gutierrez
78,ORDER_115382,PROD_00629,1,1254.66,0.0,1254.66,1254.66,Books,Ford-Garcia
79,ORDER_119285,PROD_00716,2,994.14,0.0,994.14,1988.28,Beauty,Duke-Mcdonald
80,ORDER_119680,PROD_00998,1,920.12,0.0,920.12,920.12,Fashion,May Group
81,ORDER_116399,PROD_00172,4,1015.51,0.0,1015.51,4062.04,Sports,Wilson Group
82,ORDER_100094,PROD_00301,1,690.67,0.0,690.67,690.67,Sports,"Odonnell, Palmer and Hill"
83,ORDER_113597,PROD_00514,1,231.98,0.0,231.98,231.98,Fashion,"Austin, Waters and Brown"
84,ORDER_105061,PROD_00844,2,415.3,0.08,382.08,764.15,Books,Fowler Inc
85,ORDER_111203,PROD_00767,1,743.0,0.0,743.0,743.0,Electronics,Johnson and Sons
86,ORDER_100966,PROD_00315,6,441.08,0.0,441.08,2646.48,Beauty,Benson PLC
87,ORDER_111353,PROD_00227,1,813.79,0.0,813.79,813.79,Electronics,Shea-Martin
88,ORDER_102571,PROD_00251,2,815.09,0.0,815.09,1630.18,Books,Sutton PLC
89,ORDER_118914,PROD_00624,1,825.1,0.21,651.83,651.83,Beauty,Velasquez and Sons
90,ORDER_102134,PROD_00005,1,511.68,0.0,511.68,511.68,Fashion,Wright Inc
91,ORDER_100131,PROD_00854,1,961.7,0.0,961.7,961.7,Books,Mills and Sons
92,ORDER_100383,PROD_00273,3,253.98,0.0,253.98,761.94,Beauty,"Morales, Harris and Rhodes"
93,ORDER_105220,PROD_00480,1,397.59,0.0,397.59,397.59,FASHION,Bentley-Walsh
94,ORDER_104925,PROD_00834,1,429.15,0.0,429.15,429.15,Home & Kitchen,Ryan and Sons
95,ORDER_102347,PROD_00693,1,466.49,0.0,466.49,466.49,Electronics,Crawford LLC
96,ORDER_117213,PROD_00253,1,367.24,0.0,367.24,367.24,Books,Mejia Group
97,ORDER_104434,PROD_00749,1,252.04,0.0,252.04,252.04,Fashion,
98,ORDER_103787,PROD_00830,2,8491.1,0.0,8491.1,16982.2,Fashion,Morgan-Jones
99,ORDER_115531,PROD_00130,1,116.26,0.0,116.26,116.26,Sports,Gonzales-Thomas
100,ORDER_106704,PROD_00757,3,880.13,0.0,880.13,2640.39,Sports,Morgan-Ballard
101,ORDER_101609,PROD_INVALID,2,213.79,0.0,213.79,427.58,Sports,Wright Group
102,ORDER_106104,PROD_00409,2,504.9,0.0,504.9,1009.8,Fashion,David PLC
103,ORDER_110935,PROD_00219,1,513.81,0.0,513.81,513.81,Beauty,Jones Group
104,ORDER_100101,PROD_00094,2,199.91,0.0,199.91,399.82,Beauty,Sherman Inc
105,ORDER_109746,PROD_00876,1,682.2,0.0,682.2,682.2,Beauty,Gonzales-Morris
106,ORDER_107510,PROD_00755,2,106.66,0.0,106.66,213.32,Beauty,"Brown, Allison and Thornton"
107,ORDER_101170,PROD_00306,1,1027.47,0.0,1027.47,1027.47,Sports,Copeland-Williams
108,ORDER_108903,PROD_00397,1,537.59,0.0,537.59,537.59,Beauty,Lang Ltd
109,ORDER_114715,PROD_00561,2,298.08,0.0,298.08,596.16,Books,Perry-Bennett
110,ORDER_111985,PROD_00531,1,115.41,0.0,115.41,115.41,BOOKS,House Group
111,ORDER_108190,PROD_00901,3,212.95,0.0,212.95,638.85,Electronics,Murray-Rivera
112,ORDER_115082,PROD_00726,1,780.28,0.0,780.28,780.28,Sports,Morrison-Roberts
113,ORDER_113220,PROD_00967,1,88.44,0.0,88.44,88.44,Fashion,Williams-Bishop
114,ORDER_108883,PROD_00270,0,812.08,0.0,812.08,812.08,Sports,"garrett, carter and williams"
115,ORDER_104175,PROD_00895,2,1002.15,0.0,1002.15,2004.3,Home & Kitchen,Chapman-Morris
116,ORDER_111208,PROD_00146,1,719.66,0.0,719.66,719.66,Sports,Brooks Inc
117,ORDER_111169,PROD_00372,1,1183.66,0.0,1183.66,1183.66,Fashion,Phillips Inc
118,ORDER_114307,PROD_00669,2,799.43,0.0,799.43,1598.86,Sports,"Robinson, Davis and Carter"
119,ORDER_104278,PROD_00794,2,616.8,0.26,456.43,912.86,Sports,Miller and Sons
120,ORDER_112589,PROD_00288,0,360.96,0.18,295.99,591.97,SPORTS,Nicholson-Bennett
121,ORDER_110738,PROD_00942,2,606.44,0.17,503.35,1006.69,Fashion,Campbell-Johnson
122,ORDER_119389,PROD_00464,1,497.04,0.0,497.04,497.04,FASHION,Conner-Horn
123,ORDER_103447,PROD_00710,2,0.0,0.26,0.0,0.0,Fashion,Hernandez Inc
124,ORDER_110937,PROD_00808,2,1069.99,0.0,1069.99,2139.98,Beauty,Christensen PLC
125,ORDER_100441,PROD_00513,1,351.79,0.0,351.79,351.79,Electronics,"Simmons, Clark and Dalton"
126,ORDER_106251,PROD_00925,2,180.97,0.0,180.97,361.94,Home & Kitchen,Nguyen LLC
127,ORDER_110808,PROD_00731,1,224.85,0.0,224.85,224.85,BOOKS,"Yu, Campbell and Ibarra"
128,ORDER_102103,PROD_00556,2,439.83,0.0,439.83,879.66,Fashion,Martin-Mills
129,ORDER_115844,PROD_00884,2,1093.2,0.2,874.56,1749.12,Sports,Rivera Ltd
130,ORDER_118826,PROD_00299,5,478.58,0.0,478.58,2392.9,Electronics,Barrett-Thornton
131,ORDER_102041,PROD_00430,2,366.74,0.07,341.07,682.14,Home & Kitchen,Lee-Santos
132,ORDER_105830,PROD_00247,2,241.91,0.0,241.91,483.82,Home & Kitchen,Salas-Cannon
133,ORDER_115963,PROD_00496,1,556.36,0.0,556.36,556.36,Books,Johnson-Ramirez
134,ORDER_116351,PROD_00397,1,537.59,0.0,537.59,537.59,Beauty,Lang Ltd
135,ORDER_101255,PROD_00696,1,167.46,0.0,167.46,167.46,Electronics,"Lee, Lewis and Matthews"
136,ORDER_119944,PROD_00583,2,463.11,0.0,463.11,926.22,Sports,
137,ORDER_111690,PROD_00683,3,577.27,0.0,577.27,1731.81,Home & Kitchen,Vega Ltd
138,ORDER_108236,PROD_00331,1,576.73,0.0,576.73,576.73,Books,"Thompson, Castillo and Bolton"
139,ORDER_115361,PROD_00477,3,243.55,0.0,243.55,730.65,Sports,Mcintosh Group
140,ORDER_118301,PROD_00798,1,78.5,0.0,78.5,78.5,Beauty,Camacho Ltd
141,ORDER_108019,PROD_00330,3,885.48,0.0,885.48,2656.44,Fashion,Davis Ltd
142,ORDER_105650,PROD_00421,1,1392.15,0.0,1392.15,1392.15,Home & Kitchen,Fisher-Pittman
143,ORDER_118331,PROD_00863,2,850.76,0.18,697.62,1395.25,Beauty,Herrera PLC
144,ORDER_114043,PROD_00186,3,944.07,0.28,679.73,2039.19,Home & Kitchen,"Green, Cooper and Hawkins"
145,ORDER_102695,PROD_00326,1,622.43,0.0,622.43,622.43,Sports,"Cameron, Kelly and Beard"
146,ORDER_118349,PROD_00228,1,709.94,0.0,709.94,709.94,Home & Kitchen,Rodriguez Inc
147,ORDER_107638,PROD_00482,1,566.07,0.0,566.07,566.07,Electronics,Marshall Inc
148,ORDER_113535,PROD_00348,1,647.67,0.0,647.67,647.67,Fashion,"Williams, Evans and Sanchez"
149,ORDER_100243,PROD_00785,1,344.02,0.0,344.02,344.02,Electronics,Willis-Jacobs
150,ORDER_101584,PROD_00462,2,245.03,0.0,245.03,490.06,Fashion,"Mejia, Scott and Ballard"
151,ORDER_103708,PROD_00345,1,470.54,0.0,470.54,470.54,Beauty,"Salinas, Cook and Ayala"
152,ORDER_115961,PROD_00049,2,697.61,0.0,697.61,1395.22,Beauty,Guerrero Group
153,ORDER_109943,PROD_00646,1,381.42,0.0,381.42,381.42,Books,Jones Ltd
154,ORDER_118720,PROD_00477,1,243.55,0.0,243.55,243.55,Sports,Mcintosh Group
155,ORDER_111762,PROD_00807,1,141.83,0.0,141.83,141.83,Home & Kitchen,
156,ORDER_101725,PROD_00886,0,296.93,0.0,296.93,1484.65,Beauty,
157,ORDER_103575,PROD_00453,2,892.57,0.0,892.57,1785.14,Fashion,
158,ORDER_113207,PROD_00316,1,434.36,1.5,395.27,395.27,Fashion,"Greene, Reese and Hernandez"
159,ORDER_109383,PROD_00273,1,253.98,0.0,253.98,253.98,Beauty,"Morales, Harris and Rhodes"
160,ORDER_118428,PROD_00902,3,1178.37,0.29,836.64,2509.93,Books,Moses Ltd
161,ORDER_104497,PROD_00640,3,646.49,0.0,646.49,1939.47,Fashion,
162,ORDER_107573,PROD_00927,1,137.57,0.0,137.57,137.57,Sports,"Taylor, Wallace and Brown"
163,ORDER_109536,PROD_00840,1,633.04,0.0,633.04,633.04,Fashion,Reed Ltd
164,ORDER_113181,PROD_00261,3,307.63,0.0,307.63,922.89,Fashion,Taylor-Downs
165,ORDER_109701,PROD_00589,1,190.17,0.0,190.17,190.17,Fashion,Thomas-Wolfe
166,ORDER_101923,PROD_00373,1,176.36,0.0,176.36,176.36,Fashion,"Reynolds, Sanders and Le"
167,ORDER_115874,PROD_00713,2,306.9,0.0,306.9,613.8,Fashion,Mitchell-Nicholson
168,ORDER_117939,PROD_00978,1,83.76,0.0,83.76,83.76,Fashion,"Johnson, Cobb and Jensen"
169,ORDER_101430,PROD_00699,1,911.81,0.0,911.81,911.81,BEAUTY,"Harris, Cameron and Weber"
170,ORDER_116335,PROD_00513,1,351.79,0.27,256.81,256.81,Electronics,"Simmons, Clark and Dalton"
171,ORDER_107704,PROD_00393,1,307.75,0.0,307.75,307.75,Home & Kitchen,Newton-Reilly
172,ORDER_118135,PROD_00367,1,25.7,0.0,25.7,25.7,Sports,"Rasmussen, Schneider and Stevens"
173,ORDER_112954,PROD_00954,1,343.05,0.0,343.05,343.05,Fashion,"Khan, Miller and Chen"
174,ORDER_114868,PROD_00637,3,130.83,0.0,130.83,392.49,Books,Cantrell-Howard
175,ORDER_102117,PROD_00447,5,40.52,0.0,40.52,202.6,Electronics,"Thompson, Davis and Mendoza"
176,ORDER_100044,PROD_00729,1,746.22,0.0,746.22,746.22,Sports,
177,ORDER_110094,PROD_00211,2,774.83,0.19,627.61,1255.22,Books,Martin-Vega
178,ORDER_101432,PROD_00449,3,765.05,0.0,765.05,2295.15,Electronics,
179,ORDER_100650,PROD_INVALID,1,530.75,0.0,530.75,530.75,Electronics,Sanchez-Lopez
180,ORDER_118678,PROD_00261,1,307.63,0.0,307.63,307.63,Fashion,Taylor-Downs
181,ORDER_107133,PROD_00991,1,581.43,0.19,470.96,470.96,Books,"cain, owens and ayala"
182,ORDER_117326,PROD_00450,2,1000.19,0.0,1000.19,2000.38,Home & Kitchen,Smith PLC
183,ORDER_104178,PROD_00009,1,833.36,0.0,833.36,833.36,Books,Wiggins LLC
184,ORDER_115571,PROD_00400,1,627.89,0.09,571.38,571.38,Electronics,Thompson PLC
185,ORDER_117160,PROD_00663,2,231.97,0.0,231.97,463.94,Sports,Saunders PLC
186,ORDER_113520,PROD_00904,1,25.42,0.0,25.42,25.42,Fashion,
187,ORDER_119806,PROD_00161,2,794.34,0.0,794.34,1588.68,Fashion,Boyer Ltd
188,ORDER_103444,PROD_00533,1,484.42,0.0,484.42,484.42,Books,"Adams, Henry and Velazquez"
189,ORDER_114472,PROD_00916,2,981.87,0.0,981.87,1963.74,Home & Kitchen,"Gross, King and Mooney"
190,ORDER_107271,PROD_00274,1,4396.0,0.0,4396.0,4396.0,Electronics,Rodriguez Group
191,ORDER_100048,PROD_00831,1,213.79,0.25,160.34,160.34,Sports,Wright Group
192,ORDER_118157,PROD_00241,3,450.47,0.0,450.47,1351.41,Fashion,Mathis-Jacobs
193,ORDER_108716,PROD_00131,2,64.19,0.0,64.19,128.38,Home & Kitchen,Bennett-James
194,ORDER_100665,PROD_00048,2,805.04,0.0,805.04,1610.08,Home & Kitchen,"Joseph, Fitzgerald and Evans"
195,ORDER_INVALID,PROD_00412,2,513.76,0.0,513.76,1027.52,Home & Kitchen,King-Wallace
196,ORDER_110632,PROD_00606,2,-10.0,0.0,563.72,1127.44,Home & Kitchen,Wise-Jordan
197,ORDER_117430,PROD_00413,1,693.41,0.0,693.41,693.41,Sports,"Miller, Adams and Frank"
198,ORDER_114270,PROD_00062,3,514.64,0.0,514.64,1543.92,Books,Parrish Ltd
199,ORDER_118766,PROD_00901,4,212.95,0.0,212.95,851.8,Electronics,Murray-Rivera
200,ORDER_116950,PROD_00054,1,41.63,0.0,41.63,41.63,Electronics,"Ochoa, Hancock and Young"
201,ORDER_114835,PROD_00884,2,1093.2,0.14,940.15,1880.3,Sports,Rivera Ltd
202,ORDER_104886,PROD_00044,2,783.95,0.24,595.8,1191.6,Home & Kitchen,White PLC
203,ORDER_105370,PROD_00496,1,556.36,0.0,556.36,556.36,Books,Johnson-Ramirez
204,ORDER_119556,PROD_00697,1,516.01,0.0,516.01,516.01,Fashion,Thornton Inc
205,ORDER_116283,PROD_00689,2,949.81,0.0,949.81,1899.62,Home & Kitchen,Reid and Sons
206,ORDER_100361,PROD_00618,2,328.49,0.0,328.49,656.98,Sports,Elliott Ltd
207,ORDER_110270,PROD_00905,1,1137.05,0.0,1137.05,1137.05,Sports,"Lewis, Anderson and Harris"
208,ORDER_116547,PROD_00967,1,88.44,0.0,88.44,88.44,Fashion,Williams-Bishop
209,ORDER_107831,PROD_00745,1,1147.96,0.0,1147.96,1147.96,Beauty,Nguyen-Williams
210,ORDER_117001,PROD_00777,4,538.59,0.0,538.59,2154.36,Beauty,"Guerrero, Hughes and Benton"
211,ORDER_116653,PROD_00963,2,222.7,0.17,184.84,369.68,Fashion,"Edwards, Watts and Perez"
212,ORDER_103057,PROD_00532,2,279.53,0.0,279.53,559.06,Home & Kitchen,Ramirez PLC
213,ORDER_100512,PROD_00473,2,121.88,0.12,107.25,214.51,Home & Kitchen,Cruz-Spencer
214,ORDER_104790,PROD_00269,2,161.88,0.19,131.12,262.25,Books,Williams and Sons
215,ORDER_111619,PROD_00030,1,140.64,0.0,140.64,140.64,Electronics,Crane Group
216,ORDER_103882,PROD_00307,1,627.6,0.0,627.6,627.6,Fashion,
217,ORDER_116856,PROD_00062,1,514.64,0.0,514.64,514.64,Books,Parrish Ltd
218,ORDER_104039,PROD_00606,4,563.72,0.0,563.72,2254.88,Home & Kitchen,Wise-Jordan
219,ORDER_108279,PROD_00419,1,975.09,0.0,975.09,975.09,Books,Benitez-Mcpherson
220,ORDER_111032,PROD_00429,2,105.04,0.0,105.04,210.08,Fashion,Scott-Calhoun
221,ORDER_107695,PROD_00314,4,118.49,0.09,107.83,431.3,Books,Henderson Ltd
222,ORDER_102795,PROD_00746,1,753.06,0.0,753.06,753.06,Beauty,Bishop PLC
223,ORDER_101472,PROD_00181,4,510.91,0.0,510.91,2043.64,Home & Kitchen,"Bell, Warren and Chandler"
224,ORDER_110805,PROD_00428,1,433.37,0.0,433.37,433.37,Fashion,Huber-Simpson
225,ORDER_116491,PROD_00017,1,303.63,0.0,303.63,303.63,Sports,Washington-Page
226,ORDER_104752,PROD_00210,1,941.11,0.0,941.11,941.11,Home & Kitchen,"Brown, Snyder and Lyons"
227,ORDER_114946,PROD_00433,1,766.96,0.0,766.96,766.96,Fashion,Sexton and Sons
228,ORDER_118635,PROD_00190,1,720.17,0.0,720.17,720.17,Fashion,Robertson Group
229,ORDER_102176,PROD_00368,3,1115.45,0.0,1115.45,3346.35,Books,Adkins and Sons
230,ORDER_102701,PROD_00451,2,1088.9,0.0,1088.9,2177.8,Books,"Martin, Edwards and Miller"
231,ORDER_107233,PROD_00025,3,100.87,0.0,100.87,302.61,Electronics,Lee-Mcdaniel
232,ORDER_109913,PROD_00079,1,1209.14,0.0,1209.14,1209.14,Books,
233,ORDER_102861,PROD_00013,2,435.13,0.0,435.13,870.26,Fashion,"dickson, morales and palmer"
234,ORDER_104445,PROD_00013,1,435.13,0.13,378.56,378.56,Fashion,"dickson, morales and palmer"
235,ORDER_114411,PROD_00317,1,48.38,0.0,48.38,48.38,Electronics,"Sullivan, Rojas and Anderson"
236,ORDER_104319,PROD_00867,1,1030.84,0.24,783.44,783.44,Fashion,Allen and Sons
237,ORDER_105625,PROD_00713,1,306.9,0.0,306.9,306.9,Fashion,Mitchell-Nicholson
238,ORDER_111256,PROD_00201,3,222.93,0.0,222.93,668.79,Beauty,Bolton Ltd
239,ORDER_102957,PROD_INVALID,1,900.39,0.0,900.39,900.39,Fashion,"Robinson, Sims and Chase"
240,ORDER_103602,PROD_00497,1,389.17,0.0,389.17,389.17,Beauty,Gregory and Sons
241,ORDER_119320,PROD_00160,1,49.26,0.0,49.26,49.26,Electronics,
242,ORDER_108529,PROD_00022,1,411.52,0.0,411.52,411.52,Fashion,Winters-Salinas
243,ORDER_108305,PROD_00678,1,1219.55,0.0,1219.55,1219.55,Home & Kitchen,Weber-Meyer
244,ORDER_119849,PROD_00841,2,508.12,0.0,508.12,1016.24,Books,"Holt, Ward and Bond"
245,ORDER_113638,PROD_00311,1,0.0,0.0,0.0,0.0,Home & Kitchen,Hickman-Bryant
246,ORDER_101772,PROD_00232,3,677.77,0.0,677.77,2033.31,Home & Kitchen,Brown-Chambers
247,ORDER_100715,PROD_00855,3,448.45,0.0,448.45,1345.35,Sports,Moran and Sons
248,ORDER_104346,PROD_00223,3,764.74,0.0,764.74,2294.22,Books,"Hernandez, Sanchez and Williams"
249,ORDER_118165,PROD_00545,4,336.61,0.0,336.61,1346.44,Electronics,Abbott Group
250,ORDER_115651,PROD_00556,3,439.83,0.0,439.83,1319.49,Fashion,Martin-Mills
251,ORDER_118944,PROD_00231,1,84.96,0.0,84.96,84.96,Home & Kitchen,Gaines-Johnson
252,ORDER_113307,PROD_INVALID,2,222.93,0.0,222.93,445.86,Beauty,Bolton Ltd
253,ORDER_111903,PROD_00970,2,74.55,0.21,58.89,117.79,Home & Kitchen,Washington-Martinez
254,ORDER_101758,PROD_00908,1,211.92,0.0,211.92,211.92,Electronics,"Allen, Young and Skinner"
255,ORDER_110239,PROD_00396,2,367.66,0.0,367.66,735.32,Sports,"Mcclain, Rodriguez and Mills"
256,ORDER_116425,PROD_00331,1,576.73,0.0,576.73,576.73,Books,"Thompson, Castillo and Bolton"
257,ORDER_118891,PROD_00615,2,1126.15,0.0,1126.15,2252.3,Home & Kitchen,Carey LLC
258,ORDER_107183,PROD_00291,3,680.68,0.18,558.16,1674.47,BOOKS,Cruz LLC
259,ORDER_103496,PROD_00429,1,105.04,0.0,105.04,105.04,Fashion,Scott-Calhoun
260,ORDER_106799,PROD_00225,2,406.79,0.0,406.79,813.58,Home & Kitchen,
261,ORDER_115485,PROD_00035,1,299.03,0.0,299.03,299.03,Fashion,Cisneros Group
262,ORDER_102739,PROD_00859,1,1131.91,0.0,1131.91,1131.91,Books,Harrison-Dalton
263,ORDER_108878,PROD_00278,1,423.39,0.0,423.39,423.39,Home & Kitchen,"Payne, Moore and Nelson"
264,ORDER_107010,PROD_00693,1,466.49,0.11,415.18,415.18,Electronics,Crawford LLC
265,ORDER_103305,PROD_00425,1,630.43,0.0,630.43,630.43,Electronics,Gray-Francis
266,ORDER_117028,PROD_00980,1,125.41,0.14,107.85,107.85,Fashion,Cameron Ltd
267,ORDER_115449,PROD_00787,4,27.96,0.0,27.96,111.84,Fashion,Keller-Peters
268,ORDER_116856,PROD_00039,3,126.16,0.0,126.16,378.48,Home & Kitchen,Rodriguez-Fernandez
269,ORDER_116735,PROD_00222,4,363.99,0.0,363.99,1455.96,Beauty,Landry-Meyers
270,ORDER_115227,PROD_00474,2,378.09,0.0,378.09,756.18,Home & Kitchen,Simmons Ltd
271,ORDER_111455,PROD_00961,2,484.19,0.0,484.19,968.38,Electronics,"Barnes, Ortiz and David"
272,ORDER_116354,PROD_00218,1,842.09,0.0,842.09,842.09,Books,"Thornton, Wagner and Burch"
273,ORDER_108247,PROD_00242,2,198.68,0.0,198.68,397.36,Sports,"Anderson, Wright and Perez"
